"lang"
{
"Language""english"
"Tokens"
{
//Neccessities
"CaptionMod_GameSaved"	"Oyun Kaydedildi..."
"dk_help1"	"Bana yardım edin!"
"dk_help2"	"Yardım edin! Hemen!"
"dk_idle0"	"Bu durum artık tamamen mantıksızlaştı."
"dk_idle1"	"Hım."
"dk_idle2"	"Size söz veriyorum, bu iş bittiğinde, çok can yanacak."
"dk_idle3"	"Bu pisliğin bedelini biri ödeyecek."
"dk_idle4"	"Burası alt üst olmuş, dostlarım."
"dk_leads0"	"Bu taraftan gitmeliyiz."
"dk_leads1"	"Buraya."
"dk_leads2"	"Beni takip edin."
"dk_newstuff"	"Önceki işi iyi hallettiniz, şimdi sıradaki işler için hazır olun."
"dk_ok0"	"Beni kullanamayacaksınız."
"dk_ok1"	"Sandalyem çalışıyor, itilmeye ihtiyacım yok."
"dk_ok2"	"Sanırım yapmanız gereken önemli işler var, değil mi?"
"dk_plfear0"	"Aklını mı kaçırdın?"
"dk_plfear1"	"Dur!"
"dk_plfear2"	"Dikkatli ol!"
"dk_plfear3"	"Geri çekil, kadın!"
"dk_scared0"	"Kendine dikkat et!"
"dk_scared1"	"Silahına sahip çık!"
"dk_scared2"	"Derhal kes şunu!"
"dk_stare0"	"Evet?"
"dk_stare1"	"Bir şeye mi ihtiyacın var?"
"dk_stare2"	"İlgilenmen gereken bir görev var."
"dk_stop0"	"Sandalyemde bu yöne gidemem."
"dk_stop1"	"Sandalyem senin istediğin gibi yön bulamaz."
"dk_stop2"	"Korkarım burada hareket kabiliyetim kısıtlı."
"dk_wait0"	"Ben burada olacağım."
"dk_wait1"	"Bekleyeceğim."
"dk_wait2"	"Seni yavaşlatıyorum, öyle mi?"
"dk_wait3"	"Dönüşünü bekleyeceğim."

//HECU Decay Specific
"ht05_halfway"	"Üçüncü seviyeyi yarıladık. Bir sürü sivil direniş var. Hedef ele geçirilmedi."

//Holo 
"tr_holo_jump"	"Tehlike Kursu'nda çalışacağımız ilk hareket, temel zıplama. Sadece koşma ve zıplama komutlarını kullanarak bu boruların üzerinden geçmeye çalışacaksınız. Koşturarak başlamak daha kolaydır. Beni izleyin ardından kendiniz deneyin."
"tr_holo_jduck"	"Şimdi ise bu yetenekleri birleştireceğiz. Zıplamanız, eğilmeniz sonra tekrar zıplamanız gerecek. Bu sizi bir sonraki odaya hazırlayacak, orada da hareketleri aynı anda yapmanız gerekecek."
"tr_holo_hitall"	"Kursu tamamlayabilmek için bütün hedefleri vurmanız gerekmektedir. Ancak ilk seferinde kaçırırsanız, endişe etmeyin, tekrar geri gelecektir. Önemli bir anda kurşunun bitmesini beklemektense, duraklama anlarında şarjörü değiştirmeyi deneyin."
"tr_holo_commencing"	"Diziye başlanıyor: 5... 4... 3... 2... 1."
"tr_holo_congrats"	"Tebrikler! Black Mesa Atış Alanı'nı başarıyla tamamladınız. Lütfen bir sonraki alana ilerleyin."
"tr_holo_leadguard"	"Güvenlik görevlisine bir sonraki odaya kadar önderlik edin—"

//H.E.V (minus battery percantages)
"HEV_AAx"	"Tehlikeli ortam koşullarında kullanılması için tasarlanan HEV Mark IV koruyucu sisteme hoş geldiniz. Yüksek darbe önleyici zırh: Devrede. Kirli hava algılayıcıları: Devrede. Yaşamsal belirti gözetimi: Devrede. Otomatik tıbbi sistemler: Devrede. Savunma silahı seçim sistemi: Devrede. Cephane seviyesi gözetimi: Devrede. İletişim arayüzü: Bağlandı. İyi günler dileriz."
"HEV_A0"	"Tehlikeli ortam koşullarında kullanılması için tasarlanan HEV Mark IV koruyucu sisteme hoş geldiniz."
"HEV_A1"	"Güç destekli hareket: Devrede."
"HEV_A2"	"Yüksek darbe önleyici zırh: Devrede."
"HEV_A3"	"Kirli hava algılayıcıları: Devrede."
"HEV_A4"	"Yaşamsal belirti gözetimi: Devrede."
"HEV_A8"	"Otomatik tıbbi sistemler: Devrede."
"HEV_A7"	"Savunma silahı seçim sistemi: Devrede."
"HEV_A5"	"Cephane seviyesi gözetimi: Devrede."
"HEV_A6"	"İletişim arayüzü: Bağlandı."
"HEV_A10"	"İyi günler dileriz."
"HEV_HLTH1"	"Yaşamsal belirtiler düşüyor."
"HEV_HLTH2"	"Uyarı: Yaşamsal belirtiler kritik durumda."
"HEV_HLTH3"	"Acil durum. Kullanıcı ölümü an meselesi."
"HEV_HLTH4"	"Yaşamsal belirtiler düşüyor. Bölgeyi terk edin."
"HEV_HLTH5"	"Yaşamsal belirtiler düşüyor. Bölgeyi terk edin."
"HEV_HLTH6"	"Acil Durum: Kullanıcı ölümü an meselesi. Acilen bölgeyi terk edin."
"HEV_DMG7"	"Tıbbi müdahale arayın."
"HEV_SHOCK"	"Uyarı: Elektrik hasarı tespit edildi."
"HEV_FIRE"	"Uyarı: Aşırı ısı hasarı tespit edildi."
"HEV_DMG3"	"Uyarı: Kanda toksin seviyeleri tespit edildi."
"HEV_DMG0"	"Ufak kesikler tespit edildi."
"HEV_DMG1"	"Büyük kesikler tespit edildi."
"HEV_DMG4"	"Ufak kırıklar tespit edildi."
"HEV_DMG5"	"Büyük kırıklar tespit edildi."
"HEV_DMG6"	"Kan kaybı tespit edildi."
"HEV_DMG2"	"İç kanama tespit edildi."
"HEV_HEAL7"	"Morfin verildi."
"HEV_DET2"	"Uyarı: Tehlikeli ışınım seviyeleri tespit edildi."
"HEV_DET1"	"Uyarı: Tehlikeli kimyasal tespit edildi."
"HEV_DET0"	"Uyarı: Biyolojik tehlike tespit edildi."
"HEV_AMO0"	"Cephane tükendi."

//Nihilanth
"nil_thieves"	"Hırsızlar... Hepiniz hırsızsınız... hepiniz..."

//Gina and Colette
"gina_attack0"	"Ben hallederim."
"gina_attack1"	"Başımız dertte."
"gina_attack2"	"Düşmanlar!"
"gina_attack3"	"Ben dalıyorum."
"gina_attacked0"	"Vuruldum!"
"gina_attacked1"	"Hasar alıyorum!"
"gina_attacked2"	"Gelen var!"
"gina_attacked3"	"Koru beni!"
"gina_kill0"	"Birini indirdim!"
"gina_kill1"	"Hallettim!"
"gina_kill2"	"İndirdim!"
"gina_kill3"	"Hakladım!"
"gina_kill4"	"Vurdum onu!"
"gina_mad0"	"Dikkat et!"
"gina_mad1"	"Hey, dikkat et!"
"gina_mad2"	"Dost ateşi!"
"gina_stop0"	"Bir adım daha atmıyorum."
"gina_stop1"	"Burada kalacağım."
"gina_stop2"	"Daha fazla gidemem."
"gina_unuse0"	"Bu noktadan ileri gitmeyeceğim."
"gina_unuse1"	"Burada olacağım."
"gina_unuse2"	"Burada bekleyeceğim."
"gina_unuse3"	"Bölgeyi güvende tutacağım."
"gina_unuse4"	"İyi. Ben burada kalacağım."
"gina_use0"	"Önden buyur."
"gina_use1"	"Seninleyim."
"gina_use2"	"Gidelim."
"gina_use3"	"Önden git."
"gina_use4"	"Hemen arkandayım."
"gina_use5"	"Seni koruyacağım."
"colette_attack2"	"Bu eğlenceli olacak."
"colette_attacked0"	"Bu berbat bir şey."
"colette_attacked1"	"Hasar alıyorum."
"colette_attacked2"	"Bu hiç hoş görünmüyor."
"colette_attacked3"	"Koru beni!"
"colette_kill0"	"Evet!"
"colette_kill1"	"Şansa bak!"
"colette_kill2"	"Güzel!"
"colette_kill3"	"Evet be!"
"colette_kill4"	"Hah!"
"colette_mad0"	"Dikkatli ol!"
"colette_mad1"	"Dikkat et!"
"colette_mad2"	"O şeyi nereye nişanladığına dikkat et."
"colette_stop0"	"Üzgünüm, seninle gelemem."
"colette_stop1"	"Daha fazla devam edemem."
"colette_stop2"	"Ah, sıkıştım."
"colette_unuse0"	"İyi. Ben burada kalacağım."
"colette_unuse1"	"Hiçbir yere gitmiyorum."
"colette_unuse2"	"Tabii. Geride kalırım."
"colette_unuse3"	"Bana ihtiyacın olduğunda burada olacağım."
"colette_unuse4"	"Anlaşıldı. Ben burada kalacağım."
"colette_use0"	"Neyi bekliyoruz?"
"colette_use1"	"Peşinden geliyorum."
"colette_use2"	"Tamam, hadi gidelim!"
"colette_use3"	"Gidelim!"
"colette_use4"	"Seni koruyacağım."
"colette_use5"	"Kıçını koruduğumu düşün."
}
}
